,target,utterance
1003,about_my_work__as_data_person__NLP,is rita looking for a job as a ML engineer?
1004,about_my_work__as_data_person__NLP,how qualified are you to work as an nlp engineer?
1005,about_my_work__as_data_person__NLP,for how long has rita been working as a developer?
1006,about_my_work__as_data_person__NLP,is Rita available immediately?
1007,about_my_work__as_data_person__NLP,what does she work as?
1008,about_my_work__as_data_person__NLP,was rita fired from her last company?
1009,about_my_work__as_data_person__NLP,what does rita do professionally?
1010,about_my_work__as_data_person__NLP,What is Rita's current professional situation?
1011,about_my_work__as_data_person__NLP,are you a qualified professional?
1012,about_my_work__as_data_person__NLP,Is Rita interested in freelance opportunities?
1013,about_my_work__as_data_person__NLP,what type of job is she looking for now?
1014,about_my_work__as_data_person__NLP,I want to know about your professional experience
1015,about_my_work__as_data_person__NLP,How much professional experience does Rita have?
1016,about_my_work__as_data_person__NLP,what is parlamind?
1017,about_my_work__as_data_person__NLP,What do you know about Rita's professional experience?
1018,about_my_work__as_data_person__NNs,are the neural models what is used for NLP?
1019,about_my_work__as_data_person__NNs,what does she think of retrieving synonyms through word2vec?
1020,about_my_work__as_data_person__NNs,does rita believe nns always achieve better results?
1021,about_my_work__as_data_person__NNs,what type of problems can be solved by neural networks?
1022,about_my_work__as_data_person__NNs,don't tell me you used keras for this.
1023,about_my_work__as_data_person__NNs,is a Gru layer always needed when building an Lstm?
1024,about_my_work__as_data_person__NNs,does she know deep leaning?
1025,about_my_work__as_data_person__NNs,is deep learning required for nlp?
1026,about_my_work__as_data_person__NNs,what can she tell me about neural networks?
1027,about_my_work__as_data_person__NNs,which embeddings has rita used before?
1028,about_my_work__as_data_person__NNs,does she always use keras?
1029,about_my_work__as_data_person__NNs,what is the best nlp-algorythm?
1030,about_my_work__as_data_person__NNs,"her experience with word to vec models, please."
1031,about_my_work__as_data_person__NNs,why do people consider neural networks such a great thing?
1032,about_my_work__as_data_person__NNs,how much can she tell me about deep learning?
1033,about_my_work__as_data_person__NNs,which problems would she attempt to solve with deep learning?
1034,about_my_work__as_data_person__NNs,is the engine behind you a neural machine?
1035,about_my_work__as_data_person__NNs,what are nns?
1036,about_my_work__as_data_person__NNs,"does she also learn deeply, like a machine?"
1037,about_my_work__as_data_person__NNs,is there a model rita thinks should always be used for nlp?
1038,about_my_work__as_data_person__NNs,does she like working with keras?
1039,about_my_work__as_data_person__NNs,which are the models most commonly used to perform NLP tasks?
1040,about_my_work__as_data_person__NNs,has she used a sequence to sequence model before?
1041,about_my_work__as_data_person__NNs,would rita recommend using deep learning for NLP?
1042,about_my_work__as_data_person__NNs,deep learning?
1043,about_my_work__as_data_person__NNs,what does rita think of the hype surrounding deep learning?
1044,about_my_work__as_data_person__NNs,is keras the best nlp library?
1045,about_my_work__as_data_person__NNs,what is rita's opinion on deep learning?
1046,about_my_work__as_data_person__NNs,why are neural networks considered the go-to solution in the field?
1047,about_my_work__as_data_person__NNs,I want to know if she used keras for this project.
1048,about_my_work__as_data_person__NNs,what is rita's favorite family of alogythms?
1049,about_my_work__as_data_person__NNs,what does she think of deep learning?
1050,about_my_work__as_data_person__NNs,should neural networks always take precedence over other ML tools?
1051,about_my_work__as_data_person__NNs,is rita a fan of deep learning
1052,about_my_work__as_data_person__NNs,how indispensable is deep learning?
1053,about_my_work__as_data_person__NNs,noone in their right mind can refuse to accept that nns are the future.
1054,about_my_work__as_data_person__NNs,is this a nn?
1055,about_my_work__as_data_person__NNs,does she use keras on a daily basis?
1056,about_my_work__as_data_person__NNs,neural networks are the future.
1057,about_my_work__as_data_person__NNs,"seq2seq model, has she worked with them before?"
1058,about_my_work__as_data_person__NNs,does she know about deep learning?
1059,about_my_work__as_data_person__NNs,what is the best algorythm for NLP?
1060,about_my_work__as_data_person__NNs,is deep learning her thing?
1061,about_my_work__as_data_person__NNs,nn?
1062,about_my_work__as_data_person__NNs,are neural networks always the best solution?
1063,about_my_work__as_data_person__NNs,where would she apply deep learning?
1064,about_my_work__as_data_person__NNs,is she an advocate of deep learning?
1065,about_my_work__as_data_person__Pragmatrix,what did she learn at dsr?
1066,about_my_work__as_data_person__Pragmatrix,has she developed something on her own?
1067,about_my_work__as_data_person__Pragmatrix,what was the project she did for dsr?
1068,about_my_work__as_data_person__Pragmatrix,Can you share a data science project you did?
1069,about_my_work__as_data_person__Pragmatrix,where can I see the code of the dsr project?
1070,about_my_work__as_data_person__Pragmatrix,can you show me how good rita is as a programmer?
1071,about_my_work__as_data_person__Pragmatrix,is she a confident python programmer?
1072,about_my_work__as_data_person__Pragmatrix,How much experience does she have with Python?
1073,about_my_work__as_data_person__Pragmatrix,what was the project she did for the data science retreat all about?
